代码,简称,日期,前收盘价(元),开盘价(元),最高价(元),最低价(元),收盘价(元),成交量(股),成交金额(元),涨跌(元),涨跌幅(%),均价(元),换手率(%),A股流通市值(元),B股流通市值(元),总市值(元),A股流通股本(股),B股流通股本(股),总股本(股),市盈率,市净率,市销率,市现率,处理状态
600000.SH,浦发银行,2005-03-30,1.3171,1.3171,1.319,1.2828,1.2847,4291345,29186661,-0.0324,-2.4566,6.8013,0.4768,6075000000,N/A,26426250000,900000000,0,3915000000,13.6921,1.956,2.3157,1.0059,1
600000.SH,浦发银行,2005-03-31,1.2847,1.2809,1.319,1.2752,1.3171,3931193,26732458,0.0324,2.5185,6.8001,0.4368,6228000000,N/A,27091800000,900000000,0,3915000000,14.037,2.0053,2.3741,1.0312,1
600000.SH,浦发银行,2005-04-01,1.3171,1.3171,1.4084,1.2999,1.378,11241105,79699703,0.0609,4.6243,7.09,1.249,6516000000,N/A,28344600000,900000000,0,3915000000,14.6861,2.098,2.4839,1.0789,1
600000.SH,浦发银行,2005-04-04,1.378,1.3418,1.3532,1.3247,1.3323,6307488,44421244,-0.0457,-3.3149,7.0426,0.7008,6300000000,N/A,27405000000,900000000,0,3915000000,14.1993,2.0285,2.4015,1.0431,1
600000.SH,浦发银行,2005-04-05,1.3323,1.3323,1.3418,1.3247,1.3361,2592209,18154521,0.0038,0.2857,7.0035,0.288,6318000000,N/A,27483300000,900000000,0,3915000000,14.2398,2.0342,2.4084,1.0461,1
600000.SH,浦发银行,2005-04-06,1.3361,1.3323,1.3704,1.3037,1.3684,8359947,58954003,0.0324,2.4217,7.052,0.9289,6471000000,N/A,28148850000,900000000,0,3915000000,14.5847,2.0835,2.4667,1.0715,1
600000.SH,浦发银行,2005-04-07,1.3684,1.3704,1.4731,1.3627,1.4084,19389902,144194862,0.04,2.9207,7.4366,2.1544,6660000000,N/A,28971000000,900000000,0,3915000000,15.0106,2.1444,2.5387,1.1028,1
600000.SH,浦发银行,2005-04-08,1.4084,1.4084,1.4427,1.3932,1.4313,9944030,74082481,0.0228,1.6216,7.4499,1.1049,6768000000,N/A,29440800000,900000000,0,3915000000,15.2541,2.1791,2.5799,1.1206,1
600000.SH,浦发银行,2005-04-11,1.4313,1.4332,1.4674,1.4122,1.4255,13710959,103726958,-0.0057,-0.3989,7.5653,1.5234,6741000000,N/A,29323350000,900000000,0,3915000000,15.1932,2.1704,2.5696,1.1162,1
600000.SH,浦发银行,2005-04-12,1.4255,1.4236,1.4274,1.4008,1.4046,6487965,48161072,-0.0209,-1.4686,7.4231,0.7209,6642000000,N/A,28892700000,900000000,0,3915000000,14.9701,2.1386,2.5319,1.0998,1
600000.SH,浦发银行,2005-04-13,1.4046,1.4084,1.4636,1.4084,1.4236,9362555,70623287,0.019,1.355,7.5432,1.0403,6732000000,N/A,29284200000,900000000,0,3915000000,15.1729,2.1675,2.5662,1.1147,1
600000.SH,浦发银行,2005-04-14,1.4236,1.4236,1.4351,1.3951,1.3989,5557779,41433005,-0.0247,-1.738,7.455,0.6175,6615000000,N/A,28775250000,900000000,0,3915000000,14.9092,2.1299,2.5216,1.0953,1
600000.SH,浦发银行,2005-04-15,1.3989,1.3856,1.3894,1.3589,1.3818,5800936,41724880,-0.0171,-1.2245,7.1928,0.6445,6534000000,N/A,28422900000,900000000,0,3915000000,14.7267,2.1038,2.4907,1.0819,1
600000.SH,浦发银行,2005-04-18,1.3818,1.3608,1.3799,1.3494,1.3589,5018412,35882240,-0.0228,-1.6529,7.1501,0.5576,6426000000,N/A,27953100000,900000000,0,3915000000,14.4832,2.069,2.4495,1.064,1
600000.SH,浦发银行,2005-04-19,1.3589,1.3532,1.3742,1.3532,1.3723,6236536,44708509,0.0133,0.9804,7.1688,0.6929,6489000000,N/A,28227150000,900000000,0,3915000000,14.6252,2.0893,2.4736,1.0744,1
600000.SH,浦发银行,2005-04-20,1.3723,1.3684,1.3684,1.3075,1.3152,7575599,52688938,-0.0571,-4.1609,6.9551,0.8417,6219000000,N/A,27052650000,900000000,0,3915000000,14.0167,2.0024,2.3706,1.0297,1
600000.SH,浦发银行,2005-04-21,1.3152,1.3152,1.3323,1.3113,1.3171,3752665,26042544,0.0019,0.1447,6.9397,0.417,6228000000,N/A,27091800000,900000000,0,3915000000,14.037,2.0053,2.3741,1.0312,1
600000.SH,浦发银行,2005-04-22,1.3171,1.3094,1.3304,1.3037,1.3247,5556212,38544360,0.0076,0.578,6.9372,0.6174,6264000000,N/A,27248400000,900000000,0,3915000000,14.1181,2.0169,2.3878,1.0372,1
600000.SH,浦发银行,2005-04-25,1.3247,1.3152,1.3399,1.3133,1.3323,5392059,37610599,0.0076,0.5747,6.9752,0.5991,6300000000,N/A,27405000000,900000000,0,3915000000,14.1993,2.0285,2.4015,1.0431,1
600000.SH,浦发银行,2005-04-26,1.3323,1.3323,1.3532,1.3266,1.3399,3460699,24307854,0.0076,0.5714,7.024,0.3845,6336000000,N/A,27561600000,900000000,0,3915000000,14.2804,2.04,2.4152,1.0491,1
600000.SH,浦发银行,2005-04-27,1.3399,1.3399,1.3399,1.3399,1.3399,N/A,N/A,0,0,N/A,N/A,6336000000,N/A,27561600000,900000000,0,3915000000,14.2804,2.04,2.4152,1.0491,1
600000.SH,浦发银行,2005-04-28,1.3399,1.3228,1.3228,1.2562,1.3075,9931767,67456888,-0.0324,-2.4148,6.792,1.1035,6183000000,N/A,26896050000,900000000,0,3915000000,13.9356,1.9908,2.3569,1.0238,1
600000.SH,浦发银行,2005-04-29,1.3075,1.3056,1.3704,1.2942,1.3361,9139436,64085407,0.0285,2.1834,7.012,1.0155,6318000000,N/A,27483300000,900000000,0,3915000000,14.2398,2.0342,2.4084,1.0461,1
600000.SH,浦发银行,2005-05-09,1.3361,1.3494,1.3513,1.3113,1.3133,4408800,30718633,-0.0228,-1.7094,6.9676,0.4899,6210000000,N/A,27013500000,900000000,0,3915000000,13.9964,1.9995,2.3672,1.0282,1
600000.SH,浦发银行,2005-05-10,1.3133,1.3133,1.3513,1.3113,1.3399,4906741,34352596,0.0266,2.029,7.0011,0.5452,6336000000,N/A,27561600000,900000000,0,3915000000,14.2804,2.04,2.4152,1.0491,1
600000.SH,浦发银行,2005-05-11,1.3399,1.3418,1.3646,1.3342,1.3437,5528335,39284904,0.0038,0.2841,7.1061,0.6143,6354000000,N/A,27639900000,900000000,0,3915000000,14.321,2.0458,2.4221,1.0521,1
600000.SH,浦发银行,2005-05-12,1.3437,1.365,1.365,1.3205,1.3205,5417447,37299138,-0.0232,-1.7291,6.885,0.6019,6138000000,N/A,26700300000,900000000,0,3915000000,13.8341,1.9763,2.3398,1.0163,1
600000.SH,浦发银行,2005-05-13,1.3205,1.3166,1.3476,1.3069,1.3282,3851960,26414086,0.0077,0.5865,6.8573,0.428,6174000000,N/A,26856900000,900000000,0,3915000000,13.9153,1.9879,2.3535,1.0223,1
600000.SH,浦发银行,2005-05-16,1.3282,1.3263,1.3418,1.3089,1.3321,2142917,14681296,0.0039,0.2915,6.8511,0.2381,6192000000,N/A,26935200000,900000000,0,3915000000,13.9558,1.9937,2.3603,1.0253,1
600000.SH,浦发银行,2005-05-17,1.3321,1.3321,1.3631,1.3224,1.3437,2998401,20854795,0.0116,0.8721,6.9553,0.3332,6246000000,N/A,27170100000,900000000,0,3915000000,14.0775,2.0111,2.3809,1.0342,1
600000.SH,浦发银行,2005-05-18,1.3437,1.3553,1.3592,1.3243,1.336,3810065,26305774,-0.0077,-0.5764,6.9043,0.4233,6210000000,N/A,27013500000,900000000,0,3915000000,13.9964,1.9995,2.3672,1.0282,1
600000.SH,浦发银行,2005-05-19,1.336,1.3379,1.3669,1.3321,1.3631,3516137,24514513,0.0271,2.029,6.972,0.3907,6336000000,N/A,27561600000,900000000,0,3915000000,14.2804,2.04,2.4152,1.0491,1
600000.SH,浦发银行,2005-05-20,1.3631,1.365,1.3669,1.3456,1.3476,2262277,15856621,-0.0155,-1.1364,7.0091,0.2514,6264000000,N/A,27248400000,900000000,0,3915000000,14.1181,2.0169,2.3878,1.0372,1
600000.SH,浦发银行,2005-05-23,1.3476,1.3476,1.3476,1.3069,1.3185,6916601,47395137,-0.029,-2.1552,6.8524,0.7685,6129000000,N/A,26661150000,900000000,0,3915000000,13.8138,1.9734,2.3363,1.0148,1
600000.SH,浦发银行,2005-05-24,1.3185,1.3108,1.334,1.3089,1.3263,3153400,21545402,0.0077,0.5874,6.8324,0.3504,6165000000,N/A,26817750000,900000000,0,3915000000,13.895,1.985,2.3501,1.0208,1
600000.SH,浦发银行,2005-05-25,1.3263,1.3321,1.3476,1.3166,1.3205,3138564,21502729,-0.0058,-0.438,6.8511,0.3487,6138000000,N/A,26700300000,900000000,0,3915000000,13.8341,1.9763,2.3398,1.0163,1
600000.SH,浦发银行,2005-05-26,1.3205,1.3224,1.3321,1.2972,1.305,3225307,21877983,-0.0155,-1.173,6.7832,0.3584,6066000000,N/A,26387100000,900000000,0,3915000000,13.6719,1.9531,2.3123,1.0044,1
600000.SH,浦发银行,2005-05-27,1.305,1.305,1.3205,1.2895,1.2972,2640297,17811006,-0.0077,-0.5935,6.7458,0.2934,6030000000,N/A,26230500000,900000000,0,3915000000,13.5907,1.9415,2.2986,0.9984,1
600000.SH,浦发银行,2005-05-30,1.2972,1.2972,1.3166,1.2817,1.3147,1925565,12963385,0.0174,1.3433,6.7323,0.214,6111000000,N/A,26582850000,900000000,0,3915000000,13.7733,1.9676,2.3295,1.0119,1
600000.SH,浦发银行,2005-05-31,1.3147,1.3147,1.3224,1.2934,1.2972,2830609,19085274,-0.0174,-1.3255,6.7425,0.3145,6030000000,N/A,26230500000,900000000,0,3915000000,13.5907,1.9415,2.2986,0.9984,1
600000.SH,浦发银行,2005-06-01,1.2972,1.2972,1.305,1.2682,1.2759,3505447,23185315,-0.0213,-1.6418,6.6141,0.3895,5931000000,N/A,25799850000,900000000,0,3915000000,13.3676,1.9096,2.2609,0.9821,1
600000.SH,浦发银行,2005-06-02,1.2759,1.274,1.2876,1.2411,1.2546,6671163,43401317,-0.0213,-1.6692,6.5058,0.7412,5832000000,N/A,25369200000,900000000,0,3915000000,13.1445,1.8778,2.2231,0.9657,1
600000.SH,浦发银行,2005-06-03,1.2546,1.2508,1.2953,1.2508,1.2779,5352560,35349800,0.0232,1.8519,6.6043,0.5947,5940000000,N/A,25839000000,900000000,0,3915000000,13.3879,1.9125,2.2643,0.9835,1
600000.SH,浦发银行,2005-06-06,1.2779,1.2759,1.3011,1.2585,1.2934,2844598,18798751,0.0155,1.2121,6.6086,0.3161,6012000000,N/A,26152200000,900000000,0,3915000000,13.5501,1.9357,2.2917,0.9955,1
600000.SH,浦发银行,2005-06-07,1.2934,1.2972,1.3166,1.2798,1.2895,3411887,22862994,-0.0039,-0.2994,6.701,0.3791,5994000000,N/A,26073900000,900000000,0,3915000000,13.5096,1.9299,2.2849,0.9925,1
600000.SH,浦发银行,2005-06-08,1.2895,1.4192,1.4192,1.2953,1.3902,15688482,111514627,0.1007,7.8078,7.1081,1.7432,6462000000,N/A,28109700000,900000000,0,3915000000,14.5644,2.0806,2.4633,1.07,1
600000.SH,浦发银行,2005-06-09,1.3902,1.3902,1.4037,1.3592,1.3786,13193641,93936972,-0.0116,-0.8357,7.1199,1.466,6408000000,N/A,27874800000,900000000,0,3915000000,14.4427,2.0632,2.4427,1.061,1
600000.SH,浦发银行,2005-06-10,1.3786,1.3786,1.427,1.3669,1.3882,15026148,108637646,0.0097,0.7022,7.2299,1.6696,6453000000,N/A,28070550000,900000000,0,3915000000,14.5441,2.0777,2.4598,1.0685,1
600000.SH,浦发银行,2005-06-13,1.3882,1.3882,1.4057,1.3573,1.3766,5960992,42343805,-0.0116,-0.8368,7.1035,0.6623,6399000000,N/A,27835650000,900000000,0,3915000000,14.4224,2.0603,2.4393,1.0595,1
600000.SH,浦发银行,2005-06-14,1.3766,1.3824,1.3902,1.365,1.3689,5462977,38853931,-0.0077,-0.5626,7.1122,0.607,6363000000,N/A,27679050000,900000000,0,3915000000,14.3412,2.0487,2.4255,1.0536,1
600000.SH,浦发银行,2005-06-15,1.3689,1.365,1.3708,1.3456,1.3534,4128872,28871160,-0.0155,-1.1315,6.9925,0.4588,6291000000,N/A,27365850000,900000000,0,3915000000,14.179,2.0256,2.3981,1.0417,1
600000.SH,浦发银行,2005-06-16,1.3534,1.3573,1.4212,1.3573,1.4173,22167968,160863250,0.0639,4.721,7.2566,2.4631,6588000000,N/A,28657800000,900000000,0,3915000000,14.8484,2.1212,2.5113,1.0908,1
600000.SH,浦发银行,2005-06-17,1.4173,1.4212,1.456,1.4037,1.4444,18757743,139194754,0.0271,1.9126,7.4207,2.0842,6714000000,N/A,29205900000,900000000,0,3915000000,15.1323,2.1618,2.5593,1.1117,1
600000.SH,浦发银行,2005-06-20,1.4444,1.456,1.4909,1.4308,1.4637,20977800,158857866,0.0194,1.3405,7.5727,2.3309,6804000000,N/A,29597400000,900000000,0,3915000000,15.3352,2.1907,2.5936,1.1266,1
600000.SH,浦发银行,2005-06-21,1.4637,1.4696,1.4928,1.4521,1.4715,14459212,110123171,0.0077,0.5291,7.6161,1.6066,6840000000,N/A,29754000000,900000000,0,3915000000,15.4163,2.2023,2.6074,1.1326,1
600000.SH,浦发银行,2005-06-22,1.4715,1.4657,1.4986,1.4599,1.4947,13254828,101701859,0.0232,1.5789,7.6728,1.4728,6948000000,N/A,30223800000,900000000,0,3915000000,15.6598,2.2371,2.6485,1.1504,1
600000.SH,浦发银行,2005-06-23,1.4947,1.5005,1.5025,1.4618,1.4715,8828622,67430111,-0.0232,-1.5544,7.6377,0.981,6840000000,N/A,29754000000,900000000,0,3915000000,15.4163,2.2023,2.6074,1.1326,1
600000.SH,浦发银行,2005-06-24,1.4715,1.4618,1.4889,1.4463,1.4754,13268322,100290545,0.0039,0.2632,7.5586,1.4743,6858000000,N/A,29832300000,900000000,0,3915000000,15.4569,2.2081,2.6142,1.1355,1
600000.SH,浦发银行,2005-06-27,1.4754,1.5005,1.5199,1.4715,1.4831,11766990,91111077,0.0077,0.5249,7.7429,1.3074,6894000000,N/A,29988900000,900000000,0,3915000000,15.538,2.2197,2.6279,1.1415,1
600000.SH,浦发银行,2005-06-28,1.4831,1.4831,1.4831,1.4831,1.4831,N/A,N/A,0,0,N/A,N/A,6894000000,N/A,29988900000,900000000,0,3915000000,15.538,2.2197,2.6279,1.1415,1
600000.SH,浦发银行,2005-06-29,1.4831,1.4715,1.4754,1.4425,1.4579,6014257,45370192,-0.0252,-1.6971,7.5438,0.6683,6777000000,N/A,29479950000,900000000,0,3915000000,15.2743,2.182,2.5833,1.1221,1
600000.SH,浦发银行,2005-06-30,1.4579,1.4541,1.5102,1.4347,1.4812,7203510,54111161,0.0232,1.5936,7.5118,0.8004,6885000000,N/A,29949750000,900000000,0,3915000000,15.5178,2.2168,2.6245,1.14,1
600000.SH,浦发银行,2005-07-01,1.4812,1.4676,1.4676,1.4153,1.425,4708699,34712681,-0.0561,-3.7908,7.372,0.5232,6624000000,N/A,28814400000,900000000,0,3915000000,14.9295,2.1328,2.525,1.0968,1
600000.SH,浦发银行,2005-07-04,1.425,1.4134,1.4405,1.4057,1.4386,3088082,22746002,0.0136,0.9511,7.3657,0.3431,6687000000,N/A,29088450000,900000000,0,3915000000,15.0715,2.1531,2.549,1.1072,1
600000.SH,浦发银行,2005-07-05,1.4386,1.4386,1.4521,1.4134,1.4328,2578288,19124044,-0.0058,-0.4038,7.4173,0.2865,6660000000,N/A,28971000000,900000000,0,3915000000,15.0106,2.1444,2.5387,1.1028,1
600000.SH,浦发银行,2005-07-06,1.4328,1.4386,1.4541,1.4289,1.4347,2213015,16486309,0.0019,0.1351,7.4497,0.2459,6669000000,N/A,29010150000,900000000,0,3915000000,15.0309,2.1473,2.5422,1.1042,1
600000.SH,浦发银行,2005-07-07,1.4347,1.4289,1.4521,1.4153,1.4231,2141629,15802511,-0.0116,-0.8097,7.3787,0.238,6615000000,N/A,28775250000,900000000,0,3915000000,14.9092,2.1299,2.5216,1.0953,1
600000.SH,浦发银行,2005-07-08,1.4231,1.4231,1.425,1.394,1.3979,2701700,19694555,-0.0252,-1.7687,7.2897,0.3002,6498000000,N/A,28266300000,900000000,0,3915000000,14.6455,2.0922,2.477,1.0759,1
600000.SH,浦发银行,2005-07-11,1.3979,1.4153,1.4444,1.4134,1.4173,3503062,25864829,0.0194,1.385,7.3835,0.3892,6588000000,N/A,28657800000,900000000,0,3915000000,14.8484,2.1212,2.5113,1.0908,1
600000.SH,浦发银行,2005-07-12,1.4173,1.4134,1.5547,1.4037,1.5238,19593121,152436054,0.1065,7.5137,7.7801,2.177,7083000000,N/A,30811050000,900000000,0,3915000000,15.964,2.2806,2.7,1.1728,1
600000.SH,浦发银行,2005-07-13,1.5238,1.5102,1.5199,1.4889,1.4967,5927949,46024469,-0.0271,-1.7789,7.764,0.6587,6957000000,N/A,30262950000,900000000,0,3915000000,15.68,2.24,2.652,1.1519,1
600000.SH,浦发银行,2005-07-14,1.4967,1.4909,1.5218,1.487,1.5044,4311603,33606705,0.0077,0.5175,7.7945,0.4791,6993000000,N/A,30419550000,900000000,0,3915000000,15.7612,2.2516,2.6657,1.1579,1
600000.SH,浦发银行,2005-07-15,1.5044,1.5063,1.5276,1.5025,1.5083,7077735,55326580,0.0039,0.2574,7.817,0.7864,7011000000,N/A,30497850000,900000000,0,3915000000,15.8017,2.2574,2.6725,1.1609,1
600000.SH,浦发银行,2005-07-18,1.5083,1.5005,1.5335,1.4947,1.5276,6364091,49897040,0.0194,1.2837,7.8404,0.7071,7101000000,N/A,30889350000,900000000,0,3915000000,16.0046,2.2864,2.7069,1.1758,1
600000.SH,浦发银行,2005-07-19,1.5276,1.5276,1.5741,1.516,1.5335,11374754,90902951,0.0058,0.3802,7.9916,1.2639,7128000000,N/A,31006800000,900000000,0,3915000000,16.0654,2.295,2.7171,1.1802,1
600000.SH,浦发银行,2005-07-20,1.5335,1.5296,1.5644,1.5199,1.5296,6399088,50860696,-0.0039,-0.2525,7.9481,0.711,7110000000,N/A,30928500000,900000000,0,3915000000,16.0249,2.2893,2.7103,1.1773,1
600000.SH,浦发银行,2005-07-21,1.5296,1.5335,1.5451,1.5025,1.5335,6385812,50054391,0.0039,0.2532,7.8384,0.7095,7128000000,N/A,31006800000,900000000,0,3915000000,16.0654,2.295,2.7171,1.1802,1
600000.SH,浦发银行,2005-07-22,1.5335,1.5528,1.6109,1.5412,1.5838,22837453,186835577,0.0503,3.2828,8.1811,2.5375,7362000000,N/A,32024700000,900000000,0,3915000000,16.5928,2.3704,2.8063,1.219,1
600000.SH,浦发银行,2005-07-25,1.5838,1.5877,1.6148,1.5722,1.6012,11844469,97962531,0.0174,1.1002,8.2707,1.3161,7443000000,N/A,32377050000,900000000,0,3915000000,16.7754,2.3965,2.8372,1.2324,1
600000.SH,浦发银行,2005-07-26,1.6012,1.5915,1.6457,1.5896,1.609,15365974,128993080,0.0077,0.4837,8.3947,1.7073,7479000000,N/A,32533650000,900000000,0,3915000000,16.8565,2.4081,2.8509,1.2384,1
600000.SH,浦发银行,2005-07-27,1.609,1.607,1.6167,1.5819,1.607,8542881,70448120,-0.0019,-0.1203,8.2464,0.9492,7470000000,N/A,32494500000,900000000,0,3915000000,16.8363,2.4052,2.8475,1.2369,1
600000.SH,浦发银行,2005-07-28,1.607,1.607,1.6264,1.5877,1.6032,8013954,66661753,-0.0039,-0.241,8.3182,0.8904,7452000000,N/A,32416200000,900000000,0,3915000000,16.7957,2.3994,2.8406,1.2339,1
600000.SH,浦发银行,2005-07-29,1.6032,1.5993,1.6148,1.5877,1.6148,7348761,60892384,0.0116,0.7246,8.2861,0.8165,7506000000,N/A,32651100000,900000000,0,3915000000,16.9174,2.4168,2.8612,1.2428,1
600000.SH,浦发银行,2005-08-01,1.6148,1.6128,1.6245,1.5664,1.5741,9984427,81689127,-0.0407,-2.518,8.1817,1.1094,7317000000,N/A,31828950000,900000000,0,3915000000,16.4914,2.3559,2.7892,1.2115,1
600000.SH,浦发银行,2005-08-02,1.5741,1.5683,1.5915,1.5683,1.5896,7460333,60894791,0.0155,0.984,8.1625,0.8289,7389000000,N/A,32142150000,900000000,0,3915000000,16.6537,2.3791,2.8166,1.2235,1
600000.SH,浦发银行,2005-08-03,1.5896,1.5915,1.6128,1.5857,1.5915,8978781,74223519,0.0019,0.1218,8.2665,0.9976,7398000000,N/A,32181300000,900000000,0,3915000000,16.674,2.382,2.8201,1.225,1
600000.SH,浦发银行,2005-08-04,1.5915,1.5877,1.6032,1.576,1.5857,4328095,35498124,-0.0058,-0.365,8.2018,0.4809,7371000000,N/A,32063850000,900000000,0,3915000000,16.6131,2.3733,2.8098,1.2205,1
600000.SH,浦发银行,2005-08-05,1.5857,1.5799,1.638,1.578,1.6303,12131598,101761843,0.0445,2.8083,8.3882,1.348,7578000000,N/A,32964300000,900000000,0,3915000000,17.0797,2.4399,2.8887,1.2548,1
600000.SH,浦发银行,2005-08-08,1.6303,1.638,1.669,1.6361,1.6399,9471235,80729729,0.0097,0.5938,8.5237,1.0524,7623000000,N/A,33160050000,900000000,0,3915000000,17.1811,2.4544,2.9058,1.2622,1
600000.SH,浦发银行,2005-08-09,1.6399,1.6361,1.6535,1.6186,1.6457,6933680,58534327,0.0058,0.3542,8.442,0.7704,7650000000,N/A,33277500000,900000000,0,3915000000,17.242,2.4631,2.9161,1.2667,1
600000.SH,浦发银行,2005-08-10,1.6457,1.6457,1.6903,1.6361,1.6748,9212643,79530996,0.029,1.7647,8.6328,1.0236,7785000000,N/A,33864750000,900000000,0,3915000000,17.5462,2.5066,2.9676,1.289,1
600000.SH,浦发银行,2005-08-11,1.6748,1.6748,1.7135,1.667,1.6961,12860921,112634121,0.0213,1.2717,8.7579,1.429,7884000000,N/A,34295400000,900000000,0,3915000000,17.7694,2.5385,3.0053,1.3054,1
600000.SH,浦发银行,2005-08-12,1.6961,1.698,1.7155,1.6438,1.6477,10541606,91160842,-0.0484,-2.8539,8.6477,1.1713,7659000000,N/A,33316650000,900000000,0,3915000000,17.2622,2.466,2.9196,1.2682,1
600000.SH,浦发银行,2005-08-15,1.6477,1.6496,1.6748,1.6419,1.6748,7847637,67129461,0.0271,1.6451,8.5541,0.872,7785000000,N/A,33864750000,900000000,0,3915000000,17.5462,2.5066,2.9676,1.289,1
600000.SH,浦发银行,2005-08-16,1.6748,1.6806,1.7116,1.6322,1.6438,14383690,124215914,-0.031,-1.8497,8.6359,1.5982,7641000000,N/A,33238350000,900000000,0,3915000000,17.2217,2.4602,2.9127,1.2652,1
600000.SH,浦发银行,2005-08-17,1.6438,1.6361,1.6651,1.6167,1.6554,10459260,88329100,0.0116,0.7067,8.4451,1.1621,7695000000,N/A,33473250000,900000000,0,3915000000,17.3434,2.4776,2.9333,1.2741,1
600000.SH,浦发银行,2005-08-18,1.6554,1.6554,1.6593,1.5838,1.5935,12057470,101216406,-0.062,-3.7427,8.3945,1.3397,7407000000,N/A,32220450000,900000000,0,3915000000,16.6943,2.3849,2.8235,1.2264,1
600000.SH,浦发银行,2005-08-19,1.5935,1.5877,1.6283,1.5877,1.6225,7468820,62248103,0.029,1.8226,8.3344,0.8299,7542000000,N/A,32807700000,900000000,0,3915000000,16.9985,2.4283,2.875,1.2488,1
600000.SH,浦发银行,2005-08-22,1.6225,1.6225,1.6303,1.5973,1.6225,4500547,37599886,0,0,8.3545,0.5001,7542000000,N/A,32807700000,900000000,0,3915000000,16.9985,2.4283,2.875,1.2488,1
600000.SH,浦发银行,2005-08-23,1.6225,1.6283,1.6303,1.5935,1.607,4710632,39126190,-0.0155,-0.9547,8.3059,0.5234,7470000000,N/A,32494500000,900000000,0,3915000000,16.8363,2.4052,2.8475,1.2369,1
600000.SH,浦发银行,2005-08-24,1.607,1.6167,1.6496,1.609,1.6399,14006946,118450102,0.0329,2.0482,8.4565,1.5563,7623000000,N/A,33160050000,900000000,0,3915000000,17.1811,2.4544,2.9058,1.2622,1
600000.SH,浦发银行,2005-08-25,1.6399,1.6361,1.6593,1.6303,1.6496,4808048,40836804,0.0097,0.5903,8.4934,0.5342,7668000000,N/A,33355800000,900000000,0,3915000000,17.2825,2.4689,2.923,1.2697,1
600000.SH,浦发银行,2005-08-26,1.6496,1.6612,1.6825,1.6399,1.6477,4241434,36157539,-0.0019,-0.1174,8.5248,0.4713,7659000000,N/A,33316650000,900000000,0,3915000000,17.2622,2.466,2.9196,1.2682,1
600000.SH,浦发银行,2005-08-29,1.6477,1.6477,1.6651,1.6361,1.6361,5049393,43020551,-0.0116,-0.7051,8.5199,0.561,7605000000,N/A,33081750000,900000000,0,3915000000,17.1405,2.4486,2.899,1.2592,1
600000.SH,浦发银行,2005-08-30,1.6361,1.6361,1.6477,1.6264,1.638,2479102,20966285,0.0019,0.1183,8.4572,0.2755,7614000000,N/A,33120900000,900000000,0,3915000000,17.1608,2.4515,2.9024,1.2607,1
600000.SH,浦发银行,2005-08-31,1.638,1.6303,1.6496,1.6264,1.6419,4441681,37564089,0.0039,0.2364,8.4572,0.4935,7632000000,N/A,33199200000,900000000,0,3915000000,17.2014,2.4573,2.9093,1.2637,1
600000.SH,浦发银行,2005-09-01,1.6419,1.6419,1.6806,1.6245,1.669,9449271,80695688,0.0271,1.6509,8.5399,1.0499,7758000000,N/A,33747300000,900000000,0,3915000000,17.4854,2.4979,2.9573,1.2846,1
600000.SH,浦发银行,2005-09-02,1.669,1.6651,1.6748,1.6554,1.6709,5372311,46204724,0.0019,0.116,8.6005,0.5969,7767000000,N/A,33786450000,900000000,0,3915000000,17.5057,2.5008,2.9607,1.2861,1
600000.SH,浦发银行,2005-09-05,1.6709,1.6709,1.6767,1.6535,1.6574,3759295,32340975,-0.0136,-0.8111,8.6029,0.4177,7704000000,N/A,33512400000,900000000,0,3915000000,17.3637,2.4805,2.9367,1.2756,1
600000.SH,浦发银行,2005-09-06,1.6574,1.6535,1.6554,1.6225,1.6264,5841998,49442814,-0.031,-1.8692,8.4633,0.6491,7560000000,N/A,32886000000,900000000,0,3915000000,17.0391,2.4341,2.8818,1.2518,1
600000.SH,浦发银行,2005-09-07,1.6264,1.6245,1.6399,1.609,1.6341,5514375,46284863,0.0077,0.4762,8.3935,0.6127,7596000000,N/A,33042600000,900000000,0,3915000000,17.1202,2.4457,2.8955,1.2577,1
600000.SH,浦发银行,2005-09-08,1.6341,1.638,1.6554,1.6264,1.6535,6438506,54569995,0.0194,1.1848,8.4756,0.7154,7686000000,N/A,33434100000,900000000,0,3915000000,17.3231,2.4747,2.9298,1.2726,1
600000.SH,浦发银行,2005-09-09,1.6535,1.6496,1.6612,1.638,1.6419,4444760,37956664,-0.0116,-0.7026,8.5396,0.4939,7632000000,N/A,33199200000,900000000,0,3915000000,17.2014,2.4573,2.9093,1.2637,1
600000.SH,浦发银行,2005-09-12,1.6419,1.6457,1.6787,1.6457,1.667,6682812,57566331,0.0252,1.533,8.6141,0.7425,7749000000,N/A,33708150000,900000000,0,3915000000,17.4651,2.495,2.9539,1.2831,1
600000.SH,浦发银行,2005-09-13,1.667,1.667,1.6729,1.6496,1.6729,3485357,29959865,0.0058,0.3484,8.5959,0.3873,7776000000,N/A,33825600000,900000000,0,3915000000,17.5259,2.5037,2.9642,1.2875,1
600000.SH,浦发银行,2005-09-14,1.6729,1.6729,1.7348,1.667,1.7135,11114345,98245236,0.0407,2.4306,8.8395,1.2349,7965000000,N/A,34647750000,900000000,0,3915000000,17.9519,2.5645,3.0362,1.3188,1
600000.SH,浦发银行,2005-09-15,1.7135,1.7155,1.7193,1.7038,1.7155,3484533,30766146,0.0019,0.113,8.8293,0.3872,7974000000,N/A,34686900000,900000000,0,3915000000,17.9722,2.5674,3.0396,1.3203,1
