代码,简称,日期,前收盘价(元),开盘价(元),最高价(元),最低价(元),收盘价(元),成交量(股),成交金额(元),涨跌(元),涨跌幅(%),均价(元),换手率(%),A股流通市值(元),B股流通市值(元),总市值(元),A股流通股本(股),B股流通股本(股),总股本(股),市盈率,市净率,市销率,市现率,处理状态
600000.SH,浦发银行,2000-05-16,2.8174,2.8187,2.8651,2.8174,2.8345,2071300,48081624,0.0171,0.6071,23.2133,0.5178,9280000000,N/A,55912000000,400000000,0,2410000000,60.335,7.1903,19.5118,28.847,1
600000.SH,浦发银行,2000-05-17,2.8345,2.8406,2.8529,2.8174,2.8284,2133600,49378357,-0.0061,-0.2155,23.1432,0.5334,9260000000,N/A,55791500000,400000000,0,2410000000,60.205,7.1748,19.4698,28.7848,1
600000.SH,浦发银行,2000-05-18,2.8284,2.8284,2.8468,2.8101,2.8406,2946700,68124880,0.0122,0.432,23.119,0.7367,9300000000,N/A,56032500000,400000000,0,2410000000,60.4651,7.2058,19.5539,28.9092,1
600000.SH,浦发银行,2000-05-19,2.8406,2.8468,2.8944,2.8406,2.8712,2792100,65444252,0.0305,1.0753,23.4391,0.698,9400000000,N/A,56635000000,400000000,0,2410000000,61.1152,7.2833,19.7642,29.22,1
600000.SH,浦发银行,2000-05-22,2.8712,2.8712,2.9176,2.8468,2.8944,3608200,84995622,0.0232,0.8085,23.5562,0.9021,9476000000,N/A,57092900000,400000000,0,2410000000,61.6094,7.3421,19.924,29.4563,1
600000.SH,浦发银行,2000-05-23,2.8944,2.914,2.9274,2.8468,2.8675,2888000,67951037,-0.0269,-0.9287,23.5288,0.722,9388000000,N/A,56562700000,400000000,0,2410000000,61.0372,7.274,19.7389,29.1827,1
600000.SH,浦发银行,2000-05-24,2.8675,2.8712,2.9078,2.8468,2.8871,3456500,81374021,0.0195,0.6817,23.5423,0.8641,9452000000,N/A,56948300000,400000000,0,2410000000,61.4533,7.3235,19.8735,29.3817,1
600000.SH,浦发银行,2000-05-25,2.8871,2.8956,2.9934,2.8895,2.9677,7604300,183401585,0.0806,2.7931,24.1181,1.9011,9716000000,N/A,58538900000,400000000,0,2410000000,63.1697,7.5281,20.4286,30.2023,1
600000.SH,浦发银行,2000-05-26,2.9677,2.9726,2.9873,2.914,2.9201,3615000,86693231,-0.0476,-1.6056,23.9815,0.9038,9560000000,N/A,57599000000,400000000,0,2410000000,62.1555,7.4072,20.1006,29.7174,1
600000.SH,浦发银行,2000-05-29,2.9201,2.9201,2.9298,2.8834,2.9005,3147700,74592064,-0.0195,-0.6695,23.6973,0.7869,9496000000,N/A,57213400000,400000000,0,2410000000,61.7394,7.3576,19.966,29.5185,1
600000.SH,浦发银行,2000-05-30,2.9005,2.9005,2.9262,2.8529,2.859,2970700,70035539,-0.0415,-1.4322,23.5754,0.7427,9360000000,N/A,56394000000,400000000,0,2410000000,60.8552,7.2523,19.6801,29.0957,1
600000.SH,浦发银行,2000-05-31,2.859,2.859,2.9176,2.8468,2.8651,3597300,84459834,0.0061,0.2137,23.4787,0.8993,9380000000,N/A,56514500000,400000000,0,2410000000,60.9852,7.2678,19.7221,29.1579,1
600000.SH,浦发银行,2000-06-01,2.8651,2.8712,2.8932,2.8541,2.8639,2270300,53251012,-0.0012,-0.0426,23.4555,0.5676,9376000000,N/A,56490400000,400000000,0,2410000000,60.9592,7.2647,19.7137,29.1454,1
600000.SH,浦发银行,2000-06-02,2.8639,2.8712,2.9286,2.859,2.8956,3047200,72152781,0.0318,1.1092,23.6784,0.7618,9480000000,N/A,57117000000,400000000,0,2410000000,61.6354,7.3452,19.9324,29.4687,1
600000.SH,浦发银行,2000-06-05,2.8956,2.9078,2.9286,2.8822,2.8895,3602800,85402416,-0.0061,-0.211,23.7045,0.9007,9460000000,N/A,56996500000,400000000,0,2410000000,61.5053,7.3297,19.8903,29.4065,1
600000.SH,浦发银行,2000-06-06,2.8895,2.8907,2.9298,2.8895,2.9127,2627000,62564701,0.0232,0.8034,23.816,0.6568,9536000000,N/A,57454400000,400000000,0,2410000000,61.9995,7.3886,20.0501,29.6428,1
600000.SH,浦发银行,2000-06-07,2.9127,2.9201,2.9543,2.8981,2.9225,3507700,83916776,0.0098,0.3356,23.9236,0.8769,9568000000,N/A,57647200000,400000000,0,2410000000,62.2075,7.4134,20.1174,29.7423,1
600000.SH,浦发银行,2000-06-08,2.9225,2.9311,2.9738,2.9091,2.9213,4210100,101488513,-0.0012,-0.0418,24.106,1.0525,9564000000,N/A,57623100000,400000000,0,2410000000,62.1815,7.4103,20.109,29.7298,1
600000.SH,浦发银行,2000-06-09,2.9213,2.9323,2.9628,2.8724,2.8773,2450900,58230845,-0.044,-1.5056,23.759,0.6127,9420000000,N/A,56755500000,400000000,0,2410000000,61.2453,7.2988,19.8062,29.2822,1
600000.SH,浦发银行,2000-06-12,2.8773,2.8712,2.8981,2.8578,2.8859,1957300,45933934,0.0086,0.2972,23.468,0.4893,9448000000,N/A,56924200000,400000000,0,2410000000,61.4273,7.3204,19.8651,29.3692,1
600000.SH,浦发银行,2000-06-13,2.8859,2.8932,2.9323,2.8907,2.9127,1787500,42589850,0.0269,0.9314,23.8265,0.4469,9536000000,N/A,57454400000,400000000,0,2410000000,61.9995,7.3886,20.0501,29.6428,1
600000.SH,浦发银行,2000-06-14,2.9127,2.9323,3.0166,2.9262,2.9543,9515600,232075370,0.0415,1.4262,24.3889,2.3789,9672000000,N/A,58273800000,400000000,0,2410000000,62.8837,7.494,20.3361,30.0656,1
600000.SH,浦发银行,2000-06-15,2.9543,2.9689,2.9995,2.9506,2.9763,3013900,73399141,0.022,0.7444,24.3535,0.7535,9744000000,N/A,58707600000,400000000,0,2410000000,63.3518,7.5498,20.4874,30.2894,1
600000.SH,浦发银行,2000-06-16,2.9763,2.9873,2.9934,2.9176,2.9286,2561200,61776775,-0.0476,-1.601,24.1202,0.6403,9588000000,N/A,57767700000,400000000,0,2410000000,62.3375,7.4289,20.1594,29.8044,1
600000.SH,浦发银行,2000-06-19,2.9286,2.9323,2.9506,2.8932,2.9078,1830800,43529667,-0.0208,-0.7092,23.7763,0.4577,9520000000,N/A,57358000000,400000000,0,2410000000,61.8954,7.3762,20.0165,29.5931,1
600000.SH,浦发银行,2000-06-20,2.9078,2.9078,2.9115,2.8846,2.8895,1388300,32869450,-0.0183,-0.6303,23.676,0.3471,9460000000,N/A,56996500000,400000000,0,2410000000,61.5053,7.3297,19.8903,29.4065,1
600000.SH,浦发银行,2000-06-21,2.8895,2.8834,2.9017,2.8712,2.8956,1568000,36978461,0.0061,0.2114,23.5832,0.392,9480000000,N/A,57117000000,400000000,0,2410000000,61.6354,7.3452,19.9324,29.4687,1
600000.SH,浦发银行,2000-06-22,2.8956,2.9017,2.9078,2.8724,2.8761,1781800,42017241,-0.0195,-0.6751,23.5813,0.4455,9416000000,N/A,56731400000,400000000,0,2410000000,61.2193,7.2957,19.7978,29.2698,1
600000.SH,浦发银行,2000-06-23,2.8761,2.8761,2.892,2.859,2.8785,2454200,57647819,0.0024,0.085,23.4895,0.6136,9424000000,N/A,56779600000,400000000,0,2410000000,61.2713,7.3019,19.8146,29.2946,1
600000.SH,浦发银行,2000-06-26,2.8785,2.8797,2.8944,2.8675,2.8797,2413800,56816674,0.0012,0.0424,23.5383,0.6035,9428000000,N/A,56803700000,400000000,0,2410000000,61.2973,7.305,19.823,29.3071,1
600000.SH,浦发银行,2000-06-27,2.8797,2.8834,2.892,2.8565,2.8614,2771100,64999890,-0.0183,-0.6364,23.4563,0.6928,9368000000,N/A,56442200000,400000000,0,2410000000,60.9072,7.2585,19.6969,29.1206,1
600000.SH,浦发银行,2000-06-28,2.8614,2.8626,2.8956,2.8529,2.8602,2431600,56986819,-0.0012,-0.0427,23.4359,0.6079,9364000000,N/A,56418100000,400000000,0,2410000000,60.8812,7.2554,19.6885,29.1081,1
600000.SH,浦发银行,2000-06-29,2.8602,2.8651,2.8834,2.8382,2.8468,3482900,81188427,-0.0134,-0.4699,23.3106,0.8707,9320000000,N/A,56153000000,400000000,0,2410000000,60.5951,7.2213,19.596,28.9714,1
600000.SH,浦发银行,2000-06-30,2.8468,2.8468,2.8956,2.8406,2.8773,2271300,53155958,0.0305,1.073,23.4033,0.5678,9420000000,N/A,56755500000,400000000,0,2410000000,61.2453,7.2988,19.8062,29.2822,1
600000.SH,浦发银行,2000-07-03,2.8773,2.8712,2.8712,2.8345,2.8382,2027500,47119215,-0.0391,-1.3588,23.2401,0.5069,9292000000,N/A,55984300000,400000000,0,2410000000,60.4131,7.1996,19.5371,28.8843,1
600000.SH,浦发银行,2000-07-04,2.8382,2.8345,2.8468,2.8248,2.8406,1515200,35139353,0.0024,0.0861,23.1912,0.3788,9300000000,N/A,56032500000,400000000,0,2410000000,60.4651,7.2058,19.5539,28.9092,1
600000.SH,浦发银行,2000-07-05,2.8406,2.8406,2.8675,2.8284,2.837,1421900,32988587,-0.0037,-0.129,23.2004,0.3555,9288000000,N/A,55960200000,400000000,0,2410000000,60.3871,7.1965,19.5287,28.8719,1
600000.SH,浦发银行,2000-07-06,2.837,2.8468,2.8616,2.8296,2.8382,1320100,30495193,0.0012,0.0434,23.1007,0.33,9232000000,N/A,55622800000,400000000,0,2410000000,60.023,7.1531,19.4109,28.6978,1
600000.SH,浦发银行,2000-07-07,2.8382,2.8382,2.8677,2.8345,2.8591,1294100,29985289,0.0209,0.7366,23.1708,0.3235,9300000000,N/A,56032500000,400000000,0,2410000000,60.4651,7.2058,19.5539,28.9092,1
600000.SH,浦发银行,2000-07-10,2.8591,2.8653,2.8776,2.8358,2.8419,1990100,45984564,-0.0172,-0.6022,23.1067,0.4975,9244000000,N/A,55695100000,400000000,0,2410000000,60.101,7.1624,19.4362,28.7351,1
600000.SH,浦发银行,2000-07-11,2.8419,2.8419,2.8985,2.8407,2.8849,2414700,56295528,0.043,1.5145,23.3137,0.6037,9384000000,N/A,56538600000,400000000,0,2410000000,61.0112,7.2709,19.7305,29.1703,1
600000.SH,浦发银行,2000-07-12,2.8849,2.8899,2.9452,2.8849,2.9022,3193800,75686155,0.0172,0.5968,23.6978,0.7984,9440000000,N/A,56876000000,400000000,0,2410000000,61.3753,7.3143,19.8483,29.3444,1
600000.SH,浦发银行,2000-07-13,2.9022,2.9243,2.9268,2.8726,2.8825,2374200,55708673,-0.0197,-0.678,23.4642,0.5936,9376000000,N/A,56490400000,400000000,0,2410000000,60.9592,7.2647,19.7137,29.1454,1
600000.SH,浦发银行,2000-07-14,2.8825,2.8837,2.9022,2.8616,2.9022,2048400,47846538,0.0197,0.6826,23.358,0.5121,9440000000,N/A,56876000000,400000000,0,2410000000,61.3753,7.3143,19.8483,29.3444,1
600000.SH,浦发银行,2000-07-17,2.9022,2.9083,2.9132,2.8702,2.8776,1667300,39087272,-0.0246,-0.8475,23.4435,0.4168,9360000000,N/A,56394000000,400000000,0,2410000000,60.8552,7.2523,19.6801,29.0957,1
600000.SH,浦发银行,2000-07-18,2.8776,2.8776,2.8862,2.8591,2.8714,1596200,37244459,-0.0061,-0.2137,23.3332,0.3991,9340000000,N/A,56273500000,400000000,0,2410000000,60.7251,7.2368,19.638,29.0335,1
600000.SH,浦发银行,2000-07-19,2.8714,2.8776,2.9268,2.8726,2.9157,2766600,65375825,0.0443,1.5418,23.6304,0.6916,9484000000,N/A,57141100000,400000000,0,2410000000,61.6614,7.3483,19.9408,29.4812,1
600000.SH,浦发银行,2000-07-20,2.9157,2.9268,2.9366,2.88,2.8837,1870700,44190878,-0.032,-1.0966,23.6226,0.4677,9380000000,N/A,56514500000,400000000,0,2410000000,60.9852,7.2678,19.7221,29.1579,1
600000.SH,浦发银行,2000-07-21,2.8837,2.9268,2.9268,2.8825,2.8948,1983600,46836849,0.0111,0.3838,23.612,0.4959,9416000000,N/A,56731400000,400000000,0,2410000000,61.2193,7.2957,19.7978,29.2698,1
600000.SH,浦发银行,2000-07-24,2.8948,2.8972,2.9083,2.8628,2.8665,1378800,32203727,-0.0283,-0.9771,23.3563,0.3447,9324000000,N/A,56177100000,400000000,0,2410000000,60.6211,7.2244,19.6044,28.9838,1
600000.SH,浦发银行,2000-07-25,2.8665,2.8653,2.8923,2.853,2.8923,1514200,35311111,0.0258,0.9009,23.32,0.3785,9408000000,N/A,56683200000,400000000,0,2410000000,61.1672,7.2895,19.781,29.2449,1
600000.SH,浦发银行,2000-07-26,2.8923,2.8899,2.8923,2.864,2.8763,1350300,31593068,-0.016,-0.5527,23.3971,0.3376,9356000000,N/A,56369900000,400000000,0,2410000000,60.8292,7.2492,19.6716,29.0833,1
600000.SH,浦发银行,2000-07-27,2.8763,2.8776,3.1604,2.8776,3.0165,23718700,587270283,0.1402,4.8739,24.7598,5.9297,9812000000,N/A,59117300000,400000000,0,2410000000,63.7939,7.6025,20.6304,30.5007,1
600000.SH,浦发银行,2000-07-28,3.0165,3.0005,3.0374,2.9489,2.9501,4080500,98283113,-0.0664,-2.2014,24.086,1.0201,9596000000,N/A,57815900000,400000000,0,2410000000,62.3896,7.4351,20.1763,29.8293,1
600000.SH,浦发银行,2000-07-31,2.9501,2.955,3.0005,2.9489,2.9575,2956100,71283308,0.0074,0.2501,24.114,0.739,9620000000,N/A,57960500000,400000000,0,2410000000,62.5456,7.4537,20.2267,29.9039,1
600000.SH,浦发银行,2000-08-01,2.9575,2.9587,2.9944,2.9513,2.9575,1654700,39913391,0,0,24.1212,0.4137,9620000000,N/A,57960500000,400000000,0,2410000000,62.5456,7.4537,20.2267,29.9039,1
600000.SH,浦发银行,2000-08-02,2.9575,2.9649,2.9735,2.9268,2.9329,2059500,49172469,-0.0246,-0.8316,23.8759,0.5149,9540000000,N/A,57478500000,400000000,0,2410000000,62.0255,7.3917,20.0585,29.6552,1
600000.SH,浦发银行,2000-08-03,2.9329,2.939,2.9747,2.9095,2.939,2379600,56707989,0.0061,0.2096,23.8309,0.5949,9560000000,N/A,57599000000,400000000,0,2410000000,62.1555,7.4072,20.1006,29.7174,1
600000.SH,浦发银行,2000-08-04,2.939,2.9403,2.9575,2.9145,2.9366,2035000,48536486,-0.0025,-0.0837,23.8509,0.5088,9552000000,N/A,57550800000,400000000,0,2410000000,62.1035,7.401,20.0837,29.6925,1
600000.SH,浦发银行,2000-08-07,2.9366,2.939,2.9513,2.9243,2.9341,1518300,36269312,-0.0025,-0.0838,23.8881,0.3796,9544000000,N/A,57502600000,400000000,0,2410000000,62.0515,7.3948,20.0669,29.6677,1
600000.SH,浦发银行,2000-08-08,2.9341,2.9513,2.955,2.9268,2.939,1334500,31858537,0.0049,0.1676,23.873,0.3336,9560000000,N/A,57599000000,400000000,0,2410000000,62.1555,7.4072,20.1006,29.7174,1
600000.SH,浦发银行,2000-08-09,2.939,2.939,2.9882,2.9354,2.96,2045000,49178595,0.0209,0.7113,24.0482,0.5112,9628000000,N/A,58008700000,400000000,0,2410000000,62.5976,7.4599,20.2435,29.9288,1
600000.SH,浦发银行,2000-08-10,2.96,2.9759,2.9759,2.9329,2.939,2039100,48813846,-0.0209,-0.7063,23.9389,0.5098,9560000000,N/A,57599000000,400000000,0,2410000000,62.1555,7.4072,20.1006,29.7174,1
600000.SH,浦发银行,2000-08-11,2.939,2.939,2.9575,2.9268,2.939,2173400,51988910,0,0,23.9205,0.5434,9560000000,N/A,57599000000,400000000,0,2410000000,62.1555,7.4072,20.1006,29.7174,1
600000.SH,浦发银行,2000-08-14,2.939,2.939,3.003,2.939,2.9661,2408600,58221548,0.0271,0.9205,24.1724,0.6021,9648000000,N/A,58129200000,400000000,0,2410000000,62.7276,7.4754,20.2856,29.991,1
600000.SH,浦发银行,2000-08-15,2.9661,2.9661,2.9735,2.9513,2.96,1324500,31859776,-0.0061,-0.2073,24.0542,0.3311,9628000000,N/A,58008700000,400000000,0,2410000000,62.5976,7.4599,20.2435,29.9288,1
600000.SH,浦发银行,2000-08-16,2.96,2.96,2.9796,2.9354,2.9673,1914500,46013617,0.0074,0.2493,24.0343,0.4786,9652000000,N/A,58153300000,400000000,0,2410000000,62.7536,7.4785,20.294,30.0034,1
600000.SH,浦发银行,2000-08-17,2.9673,2.9649,3.0128,2.9513,2.9735,2880800,69924357,0.0061,0.2072,24.2725,0.7202,9672000000,N/A,58273800000,400000000,0,2410000000,62.8837,7.494,20.3361,30.0656,1
600000.SH,浦发银行,2000-08-18,2.9735,2.9772,2.9981,2.9538,2.9575,1071200,25864537,-0.016,-0.5376,24.1454,0.2678,9620000000,N/A,57960500000,400000000,0,2410000000,62.5456,7.4537,20.2267,29.9039,1
600000.SH,浦发银行,2000-08-21,2.9575,2.9661,2.9686,2.9415,2.9477,1819400,43651330,-0.0098,-0.3326,23.9922,0.4548,9588000000,N/A,57767700000,400000000,0,2410000000,62.3375,7.4289,20.1594,29.8044,1
600000.SH,浦发银行,2000-08-22,2.9477,2.9575,2.9587,2.9268,2.9268,1750100,41847891,-0.0209,-0.7092,23.9117,0.4375,9520000000,N/A,57358000000,400000000,0,2410000000,61.8954,7.3762,20.0165,29.5931,1
600000.SH,浦发银行,2000-08-23,2.9268,2.9145,2.9366,2.853,2.9022,3833400,90353102,-0.0246,-0.8403,23.57,0.9584,9440000000,N/A,56876000000,400000000,0,2410000000,61.3753,7.3143,19.8483,29.3444,1
600000.SH,浦发银行,2000-08-24,2.9022,2.9022,2.9477,2.8874,2.9034,1721700,40726504,0.0012,0.0424,23.6548,0.4304,9444000000,N/A,56900100000,400000000,0,2410000000,61.4013,7.3173,19.8567,29.3568,1
600000.SH,浦发银行,2000-08-25,2.9034,2.9034,2.9477,2.8776,2.9206,2391800,56257253,0.0172,0.593,23.5209,0.5979,9500000000,N/A,57237500000,400000000,0,2410000000,61.7654,7.3607,19.9744,29.5309,1
600000.SH,浦发银行,2000-08-28,2.9206,2.9206,2.9452,2.9022,2.9132,1432800,33950332,-0.0074,-0.2526,23.6951,0.3582,9476000000,N/A,57092900000,400000000,0,2410000000,61.6094,7.3421,19.924,29.4563,1
600000.SH,浦发银行,2000-08-29,2.9132,2.9132,2.9132,2.8874,2.8923,1714600,40328133,-0.0209,-0.7176,23.5204,0.4287,9408000000,N/A,56683200000,400000000,0,2410000000,61.1672,7.2895,19.781,29.2449,1
600000.SH,浦发银行,2000-08-30,2.8923,2.8923,2.9022,2.8653,2.8702,2014900,47208538,-0.0221,-0.7653,23.4297,0.5037,9336000000,N/A,56249400000,400000000,0,2410000000,60.6991,7.2337,19.6296,29.0211,1
600000.SH,浦发银行,2000-08-31,2.8702,2.8579,2.8886,2.8554,2.8591,1889000,44011126,-0.0111,-0.3856,23.2986,0.4723,9300000000,N/A,56032500000,400000000,0,2410000000,60.4651,7.2058,19.5539,28.9092,1
600000.SH,浦发银行,2000-09-01,2.8591,2.8579,2.8899,2.853,2.853,1972800,45974792,-0.0061,-0.2151,23.3043,0.4932,9280000000,N/A,55912000000,400000000,0,2410000000,60.335,7.1903,19.5118,28.847,1
600000.SH,浦发银行,2000-09-04,2.853,2.8554,2.8776,2.8345,2.848,1345300,31170252,-0.0049,-0.1724,23.1697,0.3363,9264000000,N/A,55815600000,400000000,0,2410000000,60.231,7.1779,19.4782,28.7973,1
600000.SH,浦发银行,2000-09-05,2.848,2.853,2.8653,2.7423,2.757,5258600,119844028,-0.091,-3.1952,22.7901,1.3147,8968000000,N/A,54032200000,400000000,0,2410000000,58.3065,6.9485,18.8558,27.8772,1
600000.SH,浦发银行,2000-09-06,2.757,2.7546,2.757,2.7079,2.7128,3008109,66847234,-0.0443,-1.6057,22.2223,0.752,8824000000,N/A,53164600000,400000000,0,2410000000,57.3703,6.837,18.5531,27.4295,1
600000.SH,浦发银行,2000-09-07,2.7128,2.7128,2.7669,2.7128,2.7275,1377300,30649724,0.0148,0.544,22.2535,0.3443,8872000000,N/A,53453800000,400000000,0,2410000000,57.6824,6.8742,18.654,27.5787,1
600000.SH,浦发银行,2000-09-08,2.7275,2.73,2.7423,2.7177,2.73,1322900,29352808,0.0025,0.0902,22.1882,0.3307,8880000000,N/A,53502000000,400000000,0,2410000000,57.7344,6.8804,18.6708,27.6036,1
600000.SH,浦发银行,2000-09-11,2.73,2.73,2.773,2.7275,2.7325,1299800,28948754,0.0025,0.0901,22.2717,0.3249,8888000000,N/A,53550200000,400000000,0,2410000000,57.7864,6.8866,18.6876,27.6285,1
600000.SH,浦发银行,2000-09-12,2.7325,2.7484,2.7644,2.73,2.7546,1040500,23234631,0.0221,0.8101,22.3303,0.2601,8960000000,N/A,53984000000,400000000,0,2410000000,58.2545,6.9423,18.839,27.8523,1
600000.SH,浦发银行,2000-09-13,2.7546,2.7534,2.8247,2.7497,2.7681,1751000,39583661,0.0135,0.4911,22.6063,0.4378,9004000000,N/A,54249100000,400000000,0,2410000000,58.5406,6.9764,18.9315,27.9891,1
600000.SH,浦发银行,2000-09-14,2.7681,2.7669,2.7792,2.7361,2.7411,871100,19464678,-0.0271,-0.9773,22.3449,0.2178,8916000000,N/A,53718900000,400000000,0,2410000000,57.9685,6.9082,18.7465,27.7155,1
600000.SH,浦发银行,2000-09-15,2.7411,2.7411,2.7509,2.7177,2.7251,950900,21101178,-0.016,-0.5832,22.1907,0.2377,8864000000,N/A,53405600000,400000000,0,2410000000,57.6304,6.868,18.6372,27.5539,1
600000.SH,浦发银行,2000-09-18,2.7251,2.7288,2.7398,2.671,2.6783,1379400,30357332,-0.0467,-1.7148,22.0076,0.3448,8712000000,N/A,52489800000,400000000,0,2410000000,56.6421,6.7502,18.3176,27.0814,1
600000.SH,浦发银行,2000-09-19,2.6783,2.6685,2.6685,2.5923,2.607,2000700,42610663,-0.0713,-2.663,21.2979,0.5002,8480000000,N/A,51092000000,400000000,0,2410000000,55.1337,6.5704,17.8298,26.3602,1
600000.SH,浦发银行,2000-09-20,2.607,2.6021,2.6427,2.5824,2.6193,1380100,29212052,0.0123,0.4717,21.1666,0.345,8520000000,N/A,51333000000,400000000,0,2410000000,55.3938,6.6014,17.9139,26.4845,1
600000.SH,浦发银行,2000-09-21,2.6193,2.6255,2.6538,2.5898,2.6156,1770300,37648743,-0.0037,-0.1408,21.2669,0.4426,8508000000,N/A,51260700000,400000000,0,2410000000,55.3158,6.5921,17.8887,26.4472,1
600000.SH,浦发银行,2000-09-22,2.6156,2.6156,2.6292,2.5935,2.6119,1062500,22503520,-0.0037,-0.141,21.1798,0.2656,8496000000,N/A,51188400000,400000000,0,2410000000,55.2378,6.5828,17.8634,26.4099,1
600000.SH,浦发银行,2000-09-25,2.6119,2.6132,2.6525,2.6046,2.6169,1204100,25657817,0.0049,0.1883,21.3087,0.301,8512000000,N/A,51284800000,400000000,0,2410000000,55.3418,6.5952,17.8971,26.4597,1
600000.SH,浦发银行,2000-09-26,2.6169,2.6304,2.6562,2.6193,2.6353,1017400,21832799,0.0184,0.7049,21.4594,0.2544,8572000000,N/A,51646300000,400000000,0,2410000000,55.7319,6.6417,18.0232,26.6462,1
600000.SH,浦发银行,2000-09-27,2.6353,2.6439,2.7054,2.6439,2.6808,1325500,28836512,0.0455,1.7266,21.7552,0.3314,8720000000,N/A,52538000000,400000000,0,2410000000,56.6941,6.7564,18.3344,27.1062,1
600000.SH,浦发银行,2000-09-28,2.6808,2.6993,2.7029,2.6415,2.6439,769900,16684227,-0.0369,-1.3761,21.6706,0.1925,8600000000,N/A,51815000000,400000000,0,2410000000,55.9139,6.6634,18.0821,26.7332,1
600000.SH,浦发银行,2000-09-29,2.6439,2.6439,2.6771,2.6439,2.6562,618400,13372138,0.0123,0.4651,21.6238,0.1546,8640000000,N/A,52056000000,400000000,0,2410000000,56.174,6.6944,18.1662,26.8576,1
600000.SH,浦发银行,2000-10-09,2.6562,2.6562,2.6673,2.6132,2.6255,753400,16080055,-0.0307,-1.1574,21.3433,0.1883,8540000000,N/A,51453500000,400000000,0,2410000000,55.5238,6.6169,17.9559,26.5467,1
600000.SH,浦发银行,2000-10-10,2.6255,2.6255,2.7017,2.6193,2.7005,1476900,31819913,0.075,2.8571,21.5451,0.3692,8784000000,N/A,52923600000,400000000,0,2410000000,57.1102,6.806,18.469,27.3052,1
600000.SH,浦发银行,2000-10-11,2.7005,2.7042,2.7374,2.6808,2.682,1800100,39686556,-0.0184,-0.6831,22.0469,0.45,8724000000,N/A,52562100000,400000000,0,2410000000,56.7201,6.7595,18.3428,27.1187,1
600000.SH,浦发银行,2000-10-12,2.682,2.6906,2.7005,2.6501,2.655,715700,15538375,-0.0271,-1.0087,21.7107,0.1789,8636000000,N/A,52031900000,400000000,0,2410000000,56.148,6.6913,18.1578,26.8451,1
600000.SH,浦发银行,2000-10-13,2.655,2.6685,2.7005,2.6562,2.6796,998700,21743898,0.0246,0.9264,21.7722,0.2497,8716000000,N/A,52513900000,400000000,0,2410000000,56.6681,6.7533,18.326,27.0938,1
600000.SH,浦发银行,2000-10-16,2.6796,2.682,2.6906,2.6205,2.6255,536700,11511987,-0.0541,-2.0193,21.4496,0.1342,8540000000,N/A,51453500000,400000000,0,2410000000,55.5238,6.6169,17.9559,26.5467,1
600000.SH,浦发银行,2000-10-17,2.6255,2.6193,2.6415,2.6107,2.6292,462300,9851014,0.0037,0.1405,21.3087,0.1156,8552000000,N/A,51525800000,400000000,0,2410000000,55.6019,6.6262,17.9812,26.584,1
600000.SH,浦发银行,2000-10-18,2.6292,2.6292,2.6574,2.6218,2.6353,521300,11161191,0.0061,0.2339,21.4103,0.1303,8572000000,N/A,51646300000,400000000,0,2410000000,55.7319,6.6417,18.0232,26.6462,1
600000.SH,浦发银行,2000-10-19,2.6353,2.6378,2.6439,2.6156,2.6193,536700,11447270,-0.016,-0.6066,21.329,0.1342,8520000000,N/A,51333000000,400000000,0,2410000000,55.3938,6.6014,17.9139,26.4845,1
600000.SH,浦发银行,2000-10-20,2.6193,2.6193,2.6648,2.6058,2.6574,947000,20314707,0.0381,1.4554,21.4516,0.2367,8644000000,N/A,52080100000,400000000,0,2410000000,56.2,6.6975,18.1746,26.87,1
600000.SH,浦发银行,2000-10-23,2.6574,2.6599,2.7165,2.6562,2.6685,1599000,34925928,0.0111,0.4165,21.8424,0.3997,8680000000,N/A,52297000000,400000000,0,2410000000,56.4341,6.7254,18.2503,26.9819,1
